NUTS3,CODE
'NL131','9474
'NL365','2402
'NL32B','2152
'NL225','7004
'NL131','9472
'NL115','9726
'NL211','8013
'NL414','5575
'NL224','4117
'NL32A','2011
'NL416','5826
'NL131','9475
'NL225','7007
'NL365','2407
'NL365','2405
'NL115','9724
'NL126','8409
'NL126','8408
'NL126','8406
'NL416','5453
'NL414','5702
'NL350','4133
'NL361','2544
'NL221','3881
'NL341','4529
'NL225','7003
'NL115','9721
'NL131','9471
'NL416','5451
'NL414','5701
'NL361','2543
'NL361','2545
'NL416','5454
'NL362','2295
'NL414','5704
'NL131','9473
'NL115','9723
'NL126','8403
'NL414','5703
'NL416','5846
'NL225','7005
'NL115','9865
'NL225','7002
'NL126','8404
'NL341','4508
'NL211','8154
'NL414','5595
'NL416','5845
'NL361','2546
'NL224','4112
'NL115','9866
'NL211','8153
'NL115','9864
'NL126','8405
'NL225','7001
'NL364','3332
'NL211','8333
'NL423','6225
'NL321','1622
'NL126','8479
'NL213','7686
'NL415','5048
'NL115','9798
'NL366','3085
'NL226','6617
'NL423','6367
'NL415','5045
'NL423','6221
'NL364','3331
'NL415','5047
'NL423','6369
'NL366','3083
'NL133','7934
'NL366','3086
'NL415','5046
'NL423','6222
'NL221','8084
'NL213','7541
'NL211','8334
'NL411','4793
'NL32A','2019
'NL127','8941
'NL411','4651
'NL415','5044
'NL127','9088
'NL350','3721
'NL366','3082
'NL213','7683
'NL321','1761
'NL131','9337
'NL350','3474
'NL321','1764
'NL321','1767
'NL321','1621
'NL366','3087
'NL127','9089
'NL411','4794
'NL415','5041
'NL416','5438
'NL133','7931
'NL411','4791
'NL423','6223
'NL350','3471
'NL350','3723
'NL364','3333
'NL423','6226
'NL366','3081
'NL213','7681
'NL133','7936
'NL415','5049
'NL213','7687
'NL133','7933
'NL321','1766
'NL133','7932
'NL321','1769
'NL366','3084
'NL366','3089
'NL226','6616
'NL211','7685
'NL131','7937
'NL416','5437
'NL415','5043
'NL127','9087
'NL133','7935
'NL127','9084
'NL224','4119
'NL221','3863
'NL32A','2013
'NL365','2408
'NL32A','2012
'NL416','5435
'NL32A','2014
'NL127','9085
'NL131','9334
'NL363','2159
'NL211','8017
'NL423','6365
'NL416','5439
'NL350','3722
'NL416','5827
'NL131','9333
'NL115','9479
'NL226','6615
'NL211','8019
'NL32B','2156
'NL221','3864
'NL365','2409
'NL415','5042
'NL32B','2157
'NL416','5433
'NL211','8015
'NL226','6612
'NL32A','2015
'NL127','9086
'NL131','9335
'NL127','9083
'NL225','7008
'NL224','4115
'NL423','6363
'NL32B','2158
'NL226','6613
'NL416','5434
'NL32B','2155
'NL131','9336
'NL362','2675
'NL366','2924
'NL415','4264
'NL225','7157
'NL414','5583
'NL411','4907
'NL321','1628
'NL127','9261
'NL230','1354
'NL127','9263
'NL366','2923
'NL411','4909
'NL415','4909
'NL230','1357
'NL327','1211
'NL362','2672
'NL414','5581
'NL321','1606
'NL341','4515
'NL127','9269
'NL131','9511
'NL421','5973
'NL415','4265
'NL131','9515
'NL327','1213
'NL321','1609
'NL362','2673
'NL366','2922
'NL416','5831
'NL225','7151
'NL423','6228
'NL411','4904
'NL321','1625
'NL421','5971
'NL421','5976
'NL131','9655
'NL213','7547
'NL131','9659
'NL127','9121
'NL421','5977
'NL131','9512
'NL127','9262
'NL327','1231
'NL421','5975
'NL321','1607
'NL225','7011
'NL213','7546
'NL415','4261
'NL362','2694
'NL341','4511
'NL131','9657
'NL411','4903
'NL211','8339
'NL411','4906
'NL127','9265
'NL411','4908
'NL230','1356
'NL366','2925
'NL225','7152
'NL213','7548
'NL230','1355
'NL127','9264
'NL225','7156
'NL131','9658
'NL411','4655
'NL341','4513
'NL131','9514
'NL364','3335
'NL213','7543
'NL115','9651
'NL213','7545
'NL411','4902
'NL411','4901
'NL213','7544
'NL365','2941
'NL362','2692
'NL321','1623
'NL423','6224
'NL131','7938
'NL213','7542
'NL211','8338
'NL423','6229
'NL362','2693
'NL411','4797
'NL211','8337
'NL423','6227
'NL362','2691
'NL321','1768
'NL213','7688
'NL364','3336
'NL321','1624
'NL364','3334
'NL221','8085
'NL131','9656
'NL321','1627
'NL211','8335
'NL411','4652
'NL366','3088
'NL131','9654
'NL115','9797
'NL411','4905
'NL211','8336
'NL411','4796
'NL226','6604
'NL415','5032
'NL416','5428
'NL366','3072
'NL221','6741
'NL361','2286
'NL350','3994
'NL421','5815
'NL415','5171
'NL224','4102
'NL414','5421
'NL32B','2142
'NL221','8091
'NL221','3852
'NL126','8483
'NL221','6744
'NL350','3998
'NL224','4106
'NL211','8342
'NL224','4104
'NL421','5817
'NL361','2288
'NL128','8731
'NL221','3851
'NL126','8487
'NL414','5422
'NL224','4101
'NL32B','2141
'NL350','3991
'NL224','4103
'NL327','1218
'NL361','2287
'NL350','4247
'NL350','3993
'NL415','5172
'NL421','5814
'NL126','8481
'NL226','6602
'NL415','5176
'NL224','4107
'NL421','5812
'NL126','8485
'NL224','4105
'NL350','3995
'NL221','3853
'NL128','8736
'NL226','6601
'NL128','8732
'NL350','3997
'NL32B','2143
'NL350','3999
'NL415','5175
'NL126','8486
'NL421','5816
'NL361','2289
'NL128','8734
'NL414','5425
'NL126','8482
'NL423','6351
'NL126','8484
'NL221','6745
'NL414','5423
'NL32B','2144
'NL128','8733
'NL128','8735
'NL128','8737
'NL126','8489
'NL414','5424
'NL350','3992
'NL414','5563
'NL226','6881
'NL362','2676
'NL416','5835
'NL327','1215
'NL361','2533
'NL225','7135
'NL327','1214
'NL361','2283
'NL226','6883
'NL327','1217
'NL361','2532
'NL362','2678
'NL127','9123
'NL415','4268
'NL350','4245
'NL225','7136
'NL361','2282
'NL416','5441
'NL361','2531
'NL361','2285
'NL230','1359
'NL327','1216
'NL226','6882
'NL416','5836
'NL350','4122
'NL127','8871
'NL225','7137
'NL361','2281
'NL414','5582
'NL127','9122
'NL321','1608
'NL350','4121
'NL415','4267
'NL415','4269
'NL127','9124
'NL127','8872
'NL327','1212
'NL361','2284
'NL230','1358
'NL421','5813
'NL415','4266
'NL366','2926
'NL127','9125
'NL225','7141
'NL362','2681
'NL221','8076
'NL415','5037
'NL221','8071
'NL366','3077
'NL230','8321
'NL213','7532
'NL423','6216
'NL213','7531
'NL115','9785
'NL133','7927
'NL321','1613
'NL365','2931
'NL366','3079
'NL423','6215
'NL213','7534
'NL221','8077
'NL411','4641
'NL114','9642
'NL423','6218
'NL423','6213
'NL321','1759
'NL230','1364
'NL114','9645
'NL213','7533
'NL230','1361
'NL230','1363
'NL366','3078
'NL415','5038
'NL321','1611
'NL230','1362
'NL221','8072
'NL213','7678
'NL211','8325
'NL423','6219
'NL411','4782
'NL230','8322
'NL114','9641
'NL423','6214
'NL126','8468
'NL350','3467
'NL213','7535
'NL321','1757
'NL321','1756
'NL221','8075
'NL132','7929
'NL365','3466
'NL423','6217
'NL213','7679
'NL131','7928
'NL211','8345
'NL133','7921
'NL213','7672
'NL350','3464
'NL213','7671
'NL366','3073
'NL350','3712
'NL365','3465
'NL366','3076
'NL321','1755
'NL213','7675
'NL226','6606
'NL366','3074
'NL128','8467
'NL423','6211
'NL415','5035
'NL133','7926
'NL366','3075
'NL350','3711
'NL211','7671
'NL321','1751
'NL350','3461
'NL211','8344
'NL126','8488
'NL415','5036
'NL321','1752
'NL366','3071
'NL226','6603
'NL416','5427
'NL221','8094
'NL411','4781
'NL114','9661
'NL226','6605
'NL213','7676
'NL115','9784
'NL211','8341
'NL321','1753
'NL423','6212
'NL133','7924
'NL321','1754
'NL423','6353
'NL211','8343
'NL230','8323
'NL221','8095
'NL128','8466
'NL133','7925
'NL126','8469
'NL361','2274
'NL414','5553
'NL361','2524
'NL225','7126
'NL350','4233
'NL366','2912
'NL225','7123
'NL32B','1098
'NL127','9111
'NL414','5571
'NL341','4506
'NL366','2665
'NL416','5824
'NL361','2522
'NL350','4231
'NL361','2271
'NL230','1349
'NL361','2273
'NL127','8862
'NL421','5802
'NL416','5821
'NL225','7122
'NL350','3981
'NL127','9257
'NL127','9113
'NL366','2914
'NL361','2521
'NL32B','1096
'NL127','9255
'NL415','4254
'NL32B','1097
'NL361','2272
'NL350','4235
'NL32B','1095
'NL341','4504
'NL127','8861
'NL366','2662
'NL361','2275
'NL416','5823
'NL226','6871
'NL226','6891
'NL127','9254
'NL341','4503
'NL127','9256
'NL127','9112
'NL127','9258
'NL415','4255
'NL366','2913
'NL341','4505
'NL127','9114
'NL366','2661
'NL421','5961
'NL32B','1092
'NL127','9251
'NL114','9501
'NL32B','1094
'NL411','4645
'NL114','9646
'NL341','4501
'NL32B','1093
'NL366','3059
'NL415','4251
'NL230','1343
'NL421','5964
'NL114','9502
'NL211','8326
'NL421','5962
'NL411','4251
'NL421','5966
'NL114','9503
'NL114','9648
'NL114','9644
'NL32B','1091
'NL366','2911
'NL321','1614
'NL364','3328
'NL213','7536
'NL421','5963
'NL115','9649
'NL221','8079
'NL328','1487
'NL323','1489
'NL364','3329
'NL321','1738
'NL225','7142
'NL230','1341
'NL328','1488
'NL126','8941
'NL221','3842
'NL32B','2134
'NL128','8723
'NL126','9422
'NL421','5808
'NL32B','2133
'NL126','8471
'NL126','8472
'NL128','8722
'NL126','8474
'NL226','6874
'NL350','3925
'NL221','6731
'NL221','6732
'NL221','6877
'NL226','6657
'NL414','5555
'NL421','5809
'NL361','2523
'NL414','5552
'NL421','5801
'NL32B','2131
'NL361','2525
'NL421','5804
'NL414','5554
'NL32B','2132
'NL128','8721
'NL414','5551
'NL361','2526
'NL350','3984
'NL421','5803
'NL414','5556
'NL350','3985
'NL416','5076
'NL415','5268
'NL323','1851
'NL415','5028
'NL328','1747
'NL112','9902
'NL112','9947
'NL112','9948
'NL112','9949
'NL112','9987
'NL112','9991
'NL112','9903
'NL112','9904
'NL112','9905
'NL112','9992
'NL112','9993
'NL112','9994
'NL112','9906
'NL112','9907
'NL112','9908
'NL112','9909
'NL112','9911
'NL112','9912
'NL112','9913
'NL112','9914
'NL112','9915
'NL112','9917
'NL112','9918
'NL112','9919
'NL112','9921
'NL112','9922
'NL112','9923
'NL112','9924
'NL112','9931
'NL112','9932
'NL112','9933
'NL112','9934
'NL112','9901
'NL112','9936
'NL112','9937
'NL112','9945
'NL112','9946
'NL361','2652
'NL366','3921
'NL126','9431
'NL213','7479
'NL133','8344
'NL126','8374
